,url,description,language,tags
131,https://github.com/github/looker-slackbot,A super cool Slack bot for Looker!,CoffeeScript,[None]
132,https://github.com/github/training-utils,A series of Bash and ZShell scripts useful when teaching about git and GitHub,Ruby,[None]
133,https://github.com/github/blakejs,Pure Javascript implementation of the BLAKE2b and BLAKE2s hash functions,JavaScript,[None]
134,https://github.com/github/replicate,Dump and load relational objects between Ruby environments.,Ruby,[None]
135,https://github.com/github/textarea-autosize,Autosizes textarea to size of it's contents.,JavaScript,['decorator']
136,https://github.com/github/form-data-entries,FormData.entries ponyfill,JavaScript,"['ponyfill', 'formdata']"
137,https://github.com/github/multibinder,multibinder is a tiny ruby server that makes writing zero-downtime-reload services simpler.,Shell,[None]
138,https://github.com/github/presto,Distributed SQL query engine for big data,Java,[None]
139,https://github.com/github/omniauth,OmniAuth is a flexible authentication system utilizing Rack middleware.,Ruby,[None]
140,https://github.com/github/GITHUB-ENTERPRISE-LICENSE-AGREEMENT,GITHUB LICENSE AGREEMENT: PLEASE SIGN IN ALL CAPS,,[None]
141,https://github.com/github/sdr-code-camp,learn you some code!,HTML,[None]
142,https://github.com/github/synsanity,netfilter (iptables) target for high performance lockless SYN cookies for SYN flood mitigation,C,[None]
143,https://github.com/github/reactnd-project-readable-starter,Starting server code for ReactND Readable Project,JavaScript,[None]
144,https://github.com/github/accessibilityjs,Client side accessibility error scanner.,JavaScript,['accessibility']
145,https://github.com/github/hubstep,Standard LightStep tracing of GitHub Ruby apps,Ruby,[None]
146,https://github.com/github/lit-html,HTML template literals in JavaScript,TypeScript,[None]
147,https://github.com/github/oauth2_proxy,"A reverse proxy that provides authentication with Google, Github or other provider",Go,[None]
148,https://github.com/github/lightstep-tracer-ruby,The LightStep distributed tracing library for Ruby,Ruby,[None]
149,https://github.com/github/linux,Linux kernel source tree,C,[None]
150,https://github.com/github/promise.rb,Promises/A+ for Ruby,Ruby,[None]
151,https://github.com/github/d3,"Bring data to life with SVG, Canvas and HTML.",JavaScript,[None]
152,https://github.com/github/gh-ost-ci-env,CI environment for gh-ost testing,Shell,[None]
153,https://github.com/github/collectd-elasticsearch,CollectD ElasticSearch plugin,Python,[None]
154,https://github.com/github/wmail-user-scripts,,CSS,[None]
155,https://github.com/github/version_sorter,Fast sorting of version numbers,C,[None]
156,https://github.com/github/putty,"mirror of git://git.tartarus.org/simon/putty.git, used for client testing",C,[None]
157,https://github.com/github/nugget,http integration test service,Ruby,[None]
158,https://github.com/github/rails,Ruby on Rails + GitHub patches,Ruby,[None]
159,https://github.com/github/mentorships,GitHub Open Source Mentorships (deprecated),,['open-source']
160,https://github.com/github/practice,,,[None]
161,https://github.com/github/webcomponentsjs,A suite of polyfills supporting the HTML Web Components specs,HTML,[None]
162,https://github.com/github/docker-awscli,Another aws cli for hacking,Shell,[None]
163,https://github.com/github/graphql-batch,A query batching executor for the graphql gem,Ruby,[None]
164,https://github.com/github/babel-plugin-transform-custom-element-classes,Compile ES6 HTMLElement class extensions to ES5,JavaScript,[None]
165,https://github.com/github/template,Minimal polyfill for <template>,HTML,[None]
166,https://github.com/github/plax,JQuery powered parallaxing,JavaScript,[None]
167,https://github.com/github/refined-github,Browser extension that simplifies the GitHub interface and adds useful features,JavaScript,[None]
168,https://github.com/github/objective-c-style-guide,**Archived** Style guide & coding conventions for Objective-C projects,,[None]
169,https://github.com/github/swift-style-guide,**Archived** Style guide & coding conventions for Swift projects,,[None]
170,https://github.com/github/fake_braintree,A Braintree so fake that you can avoid hitting Braintree servers in tests.,Ruby,[None]
171,https://github.com/github/developer.github.com,GitHub Developer site,Ruby,[None]
172,https://github.com/github/octofacts,Automate creation and maintenance of complete fact sets for rspec-puppet tests,Ruby,"['puppet', 'rspec-puppet']"
173,https://github.com/github/snakebite,A pure python HDFS client,Python,[None]
174,https://github.com/github/puppetlabs-apt,Puppet module to help manage Apt,Ruby,[None]
175,https://github.com/github/sqoop,Mirror of Apache Sqoop,Java,[None]
176,https://github.com/github/pages-cucumber-fixture,Some fixtures for pages tests,,[None]
177,https://github.com/github/restricted-input,Restrict <input>s to certain valid characters (e.g. formatting phone or card numbers),JavaScript,[None]
178,https://github.com/github/browser-detection,A utility for detecting browsers in Braintree libs.,JavaScript,[None]
179,https://github.com/github/game-off-2016,GitHub's month-long game jam  November 2016,,[None]
180,https://github.com/github/albino,Ruby wrapper for the Pygments syntax highlighter.,Ruby,[None]
181,https://github.com/github/debug-repo,This is a debug repo for github-debug.com,JavaScript,[None]
182,https://github.com/github/hubot-scripts,"DEPRECATED, see https://github.com/github/hubot-scripts/issues/1113 for details - optional scripts for hubot, opt in via hubot-scripts.json",CoffeeScript,"['coffeescript', 'hubot-script']"
183,https://github.com/github/Spoon-Knife,This repo is for demonstration purposes only.,HTML,[None]
184,https://github.com/github/serialized_attributes,UNMAINTAINED - kind of a bridge between using AR and a full blown schema-free db,Ruby,[None]
185,https://github.com/github/octokit.py,GitHub API client for Python,Python,[None]
186,https://github.com/github/github-ldap,LDAP client for humans. Part of GitHub Enterprise.,Ruby,[None]
187,https://github.com/github/aws-s3,Fork of AWS-S3 with some custom patches. Removes const_missing hacks like the jaf-s3 gem.,Ruby,[None]
188,https://github.com/github/etcd-operator,etcd operator creates/configures/manages etcd clusters atop Kubernetes,Go,[None]
189,https://github.com/github/maven-plugins,Official GitHub Maven Plugins,Java,[None]
190,https://github.com/github/tainted_hash,,Ruby,"['ruby', 'rails', 'hash', 'input-sanitization']"
191,https://github.com/github/fog-aws,Module for the 'fog' gem to support Amazon Web Services http://aws.amazon.com/,Ruby,[None]
192,https://github.com/github/develop.github.com,Outdated documentation for GitHub API v2. See http://developer.github.com/ for the current API.,CSS,[None]
193,https://github.com/github/node-slack-sdk,Slack Developer Kit for Node.js,CoffeeScript,[None]
194,https://github.com/github/puppet-ca_cert,A puppet module for managing (non-system) CA certificates.,Ruby,[None]
195,https://github.com/github/sparkles-legacy,A Go backend for giving each other  in Slack,Go,[None]
196,https://github.com/github/puppet-aptly,Puppet module for aptly,Ruby,[None]
197,https://github.com/github/puppet-orchestrator-for-mysql,Puppet Module used with Orchestrator,Puppet,[None]
198,https://github.com/github/rbenv-autohash,Rubygems plugin to automatically run `rbenv rehash`.,Ruby,[None]
199,https://github.com/github/game-off-2013,,,[None]
200,https://github.com/github/puppet-sysfs,Module to manage sysfs settings,Puppet,[None]
201,https://github.com/github/go-mysql,a powerful mysql toolset with Go,Go,[None]
202,https://github.com/github/elasticsearch-srv-discovery,Elasticsearch discovery with SRV records,Java,[None]
203,https://github.com/github/codemirror-contrib,CodeMirror community contributions,JavaScript,[None]
204,https://github.com/github/task_list,GitHub flavor Markdown Task List feature components,CoffeeScript,[None]
205,https://github.com/github/game-off-2012,The GitHub Game Off 2012 is a game jam / hackathon / coding challenge to create an open source a web-based game,,[None]
206,https://github.com/github/cas-overlay,Maven overlay for local CAS development and testing,Shell,[None]
207,https://github.com/github/go-opstocat,DEPRECATED,Go,[None]
208,https://github.com/github/puppet-vault,puppet-module to install Hashicorp's Vault.,Ruby,[None]
209,https://github.com/github/mysql-haproxy-xinetd,"Context aware MySQL Replica pools via HAProxy, sample configs & scripts",Shell,[None]
210,https://github.com/github/captain-hook,slack bot that provides subscription service for npm webhooks,JavaScript,[None]
211,https://github.com/github/roskomnadzor,deprecated archive  moved to https://github.com/github/gov-takedowns/tree/master/Russia,,[None]
212,https://github.com/github/ohnogit,For when you have to use git in nodejs.,TypeScript,[None]
213,https://github.com/github/maturity-model,A maturity model for adopting open source,,[None]
214,https://github.com/github/mime-types,Ruby MIME::Types implementation,Ruby,[None]
215,https://github.com/github/banana_phone,BananaPhone is RPC for BananaPack,Ruby,[None]
216,https://github.com/github/force-pr,Basic webserver that responds to webhooks with success,Ruby,[None]
217,https://github.com/github/puppetlabs-puppetdb,Centralized Puppet Storage,Clojure,[None]
218,https://github.com/github/libgit2sharp,Git + .Net/Mono =,C#,[None]
219,https://github.com/github/facter,Collect and display system facts,Ruby,[None]
220,https://github.com/github/hr-opensource,An open forum for anyone to discuss HR related topics & ideas,,[None]
221,https://github.com/github/kestrel,"simple, distributed message queue system (inactive)",Scala,[None]
222,https://github.com/github/brakeman,A static analysis security vulnerability scanner for Ruby on Rails applications,Ruby,[None]
223,https://github.com/github/winbootstrap,,PowerShell,[None]
224,https://github.com/github/Rebel,Cocoa framework for improving AppKit,Objective-C,[None]
225,https://github.com/github/html-pipeline,HTML processing filters and utilities,Ruby,[None]
226,https://github.com/github/lua-nginx-module,Embed the Power of Lua into NGINX HTTP servers,C,[None]
227,https://github.com/github/guard,Guard is a command line tool to easily handle events on file system modifications.,Ruby,[None]
228,https://github.com/github/evenflow,sFlow to Graphite bridge,Ruby,[None]
229,https://github.com/github/azure-quickstart-templates,Azure Quickstart Templates,Shell,[None]
230,https://github.com/github/swordfish,EXPERIMENTAL password management app. Don't use this.,Ruby,[None]
231,https://github.com/github/Archimedes,Geometry functions for Cocoa and Cocoa Touch,Objective-C,[None]
232,https://github.com/github/msysgit,The version of msysGit that ships with GitHub for Windows,C,[None]
233,https://github.com/github/kano-desktop,,Shell,[None]
234,https://github.com/github/octo-recipes,A GitHub repository used to collaborate on recipes,,[None]
235,https://github.com/github/pong,Auxiliary repository for external ping checks,,[None]
236,https://github.com/github/puppetlabs-puppet,Server automation framework and application,Ruby,[None]
237,https://github.com/github/zero_push,Ruby wrapper for the ZeroPush API,Ruby,[None]
238,https://github.com/github/twui,A framework for developing interfaces on the Mac.,Objective-C,[None]
239,https://github.com/github/rubycas-server,"Provides single sign-on authentication for web applications, implementing the server-end of Jasig's CAS protocol.",Ruby,[None]
240,https://github.com/github/ernicorn,Ruby BERTRPC server based on Unicorn,Ruby,[None]
241,https://github.com/github/posix-spawn,Fast Process::spawn for Rubys >= 1.8.7 based on the posix_spawn() system interfaces,Ruby,[None]
242,https://github.com/github/jquery-relatize_date,jQuery version of technoweenie's relative date js library.,JavaScript,[None]
243,https://github.com/github/learn.github.com,The discovery gate for all things educational for Git and GitHub.,CSS,[None]
244,https://github.com/github/media,Media files for use in your GitHub integration projects,,[None]
245,https://github.com/github/node-statsd,node.js client for Etsy'd StatsD server,JavaScript,[None]
246,https://github.com/github/puppet-aptmirror,Mirror of Puppet's APT repo,Ruby,[None]
247,https://github.com/github/taps,simple database import/export app,Ruby,[None]
248,https://github.com/github/ruby-thecodeshop,The Ruby Programming Language,Ruby,[None]
249,https://github.com/github/ssziparchive,Utility class for zipping and unzipping files on iOS and Mac,C,[None]
250,https://github.com/github/upload,Script to upload files to non-repo storage from the command line,Ruby,[None]
251,https://github.com/github/rack-statsd,monitor your rack apps in production,Ruby,[None]
252,https://github.com/github/enterprise-ohai,Ohai plugins from GitHub Enterprise,Ruby,[None]
253,https://github.com/github/pagerduty-incident-webhooks,Heroku app that fires webhooks for triggered PagerDuty incidents,Ruby,[None]
254,https://github.com/github/RepoRepairTool,Repairs common Windows repository problems with encodings or line endings,C#,[None]
255,https://github.com/github/ghterm,github terminal,JavaScript,[None]
256,https://github.com/github/safegem,GitHub's safe gem eval web service,Ruby,[None]
257,https://github.com/github/request_timer,Simple Rails request timer with even simpler js bookmarklet.,Ruby,[None]
258,https://github.com/github/gem-builder,The scripts used to build RubyGems on GitHub,Ruby,[None]
259,https://github.com/github/will_paginate_with_hotkeys,Evil twin plugin version of will_paginate to work with jQuery hotkeys plugin.,Ruby,[None]
260,https://github.com/github/jquery-hotkeys,jQuery hotkeys plugin.,JavaScript,[None]
261,https://github.com/github/yard-sinatra,Display sinatra routes in yard documentation.,Ruby,[None]
262,https://github.com/github/fog,The Ruby cloud services library.,Ruby,[None]
263,https://github.com/github/AFNetworking,A delightful iOS and OS X networking framework,Objective-C,[None]
264,https://github.com/github/redcloth,RedCloth is a Ruby library for converting Textile into HTML.,Ragel in Ruby Host,[None]
265,https://github.com/github/ledbetter,Script that scrapes alert statistics from Nagios and reports them to Graphite,Ruby,[None]
266,https://github.com/github/SharpDevelop,#develop (short for SharpDevelop) is a free IDE for .NET programming languages.,C#,[None]
267,https://github.com/github/dat-science,Replaced by https://github.com/github/scientist,Ruby,[None]
268,https://github.com/github/Quick,A behavior-driven development test framework for Swift and Objective-C.,Swift,[None]
269,https://github.com/github/expecta,A Matcher Framework for Objective-C/Cocoa,Objective-C,[None]
270,https://github.com/github/Nimble,A Matcher Framework for Swift and Objective-C,Swift,[None]
271,https://github.com/github/OHHTTPStubs,A class to stub network requests easily: test your apps with fake network data (stubbed from file) and custom response time,Objective-C,[None]
272,https://github.com/github/grocer,Pushing your Apple notifications since 2012.,Ruby,[None]
273,https://github.com/github/aptly,aptly - Debian repository management tool,Go,[None]
274,https://github.com/github/railsless-deploy,"Obsolete, see http://www.capistranorb.com/ for new Capistrano with no Railsisms!",Ruby,[None]
275,https://github.com/github/circuitbreaker,Circuit Breakers in Go,Go,[None]
276,https://github.com/github/nagioseasier-module,"Make nagios easier to use, because you deserve it.",C,[None]
277,https://github.com/github/GHKeyBrowser,GitHub Key Verification Helper,C++,[None]
278,https://github.com/github/garethr-docker,Puppet module for managing docker,Ruby,[None]
279,https://github.com/github/STUtils,,Objective-C,[None]
280,https://github.com/github/veewee,Easing the building of vagrant boxes,Shell,[None]
281,https://github.com/github/dat-analysis,Analyze results from dat-science.,Ruby,[None]
282,https://github.com/github/nagios-plugins-github,,C,[None]
283,https://github.com/github/specta,A light-weight TDD / BDD framework for Objective-C & Cocoa,Objective-C,[None]
284,https://github.com/github/grit,Grit gives you object oriented read/write access to Git repositories via Ruby.,Ruby,[None]
285,https://github.com/github/foreman,Manage Procfile-based applications,Ruby,[None]
286,https://github.com/github/git-msysgit,GitHub version of msysgit/git,C,[None]
287,https://github.com/github/training.github.com,Legacy (no longer published) GitHub Training site,CSS,[None]
288,https://github.com/github/game-o,O! a Cut.js game,JavaScript,[None]
289,https://github.com/github/gollum,Unsupported use https://github.com/gollum/gollum!,Ruby,[None]
290,https://github.com/github/MASPreferences,Custom implementation of Preferences window in Cocoa applications for Mac OS X,Objective-C,[None]
291,https://github.com/github/backstop,HTTP service for submitting metrics to Graphite,Ruby,[None]
292,https://github.com/github/uiimage-from-animated-gif,A UIImage category that loads animated GIFs,Objective-C,[None]
293,https://github.com/github/hubahuba,Ruby and Rails core extensions used by GitHub.,Ruby,[None]
294,https://github.com/github/teach.github.com,The open source teaching materials site for Git and GitHub technologies,CSS,[None]
295,https://github.com/github/gitcasts,Educational screencasts about Git,CSS,[None]
296,https://github.com/github/htttee,unix's tee over http,Ruby,[None]
297,https://github.com/github/marginalia,Attach comments to ActiveRecord's SQL queries,Ruby,[None]
298,https://github.com/github/buildstep,Buildstep uses Docker and Buildpacks to build applications like Heroku,Shell,[None]
299,https://github.com/github/django-floppyforms,Full control of form rendering in the templates.,Python,[None]
300,https://github.com/github/rack-ssl-enforcer,A simple Rack middleware to enforce ssl connections,Ruby,[None]
301,https://github.com/github/gitscm-old,Git homepage that rocks - from the git.or.cz awesomeness,Ruby,[None]
302,https://github.com/github/faceup,More than just mustaches.,JavaScript,[None]
303,https://github.com/github/aroma,"a game engine: lua, opengl es 2.0, native client",C,[None]
304,https://github.com/github/puppet-module-group,Puppet Group Module (custom group providers),Ruby,[None]
305,https://github.com/github/windows-msysgit,This repository is deprecated.,Perl,[None]
306,https://github.com/github/pycon2011,,Python,[None]
